Quote,Tag,Confidence,Tag Group,Participant
my husband and I would get a lot of carry out because it was just us two,food delivery,0.9,Cooking,P3 Lia O
"but now that my daughter is eating just regular food now, so it's shopping for three.",grocery,0.8,Cooking,P3 Lia O
"So I like to cook like easy, quick, like easy meals that are healthy and like quick to make.",what we cook,0.95,Cooking,P3 Lia O
"on the weekends we like to try like, you know, like restaurants or something that we see like online",weekend vs weeknight,0.85,Cooking,P3 Lia O
It's it's easier to do delivery now with her her crazy daughter.,food delivery,0.9,Cooking,P3 Lia O
"Yeah, she's 2. She's cute. She's just like, she likes to talk like she's just funny. She just likes to scream like in a good way, but she'll like like she likes to be noticed.",kids,0.9,Cooking,P3 Lia O
"So breakfast, we're not at like Big Breakfast eaters. So we'll do like oatmeal, fig bars, things like that.",breakfast,0.9,Cooking,P3 Lia O
"But then like lunch, lunches are usually like sandwiches, stir fries, casseroles.",lunch,0.9,Cooking,P3 Lia O
"And then like dinners are like casseroles or more like like maybe like homemade pizzas and like homemade spinach pies, things like that.",dinner,0.9,Cooking,P3 Lia O
"So breakfast, we're not at like Big Breakfast eaters. So we'll do like oatmeal, fig bars, things like that. But then like lunch, lunches are usually like sandwiches, stir fries, casseroles. And then like dinners are like casseroles or more like like maybe like homemade pizzas and like homemade spinach pies, things like that.",what we cook,0.95,Cooking,P3 Lia O
"Sometimes like I do the where I meal plan, so that like helps. Yeah. So that'll like help or I don't have to actually cook every single day.",meal planning,0.9,Cooking,P3 Lia O
So usually like four days a week.,when we cook,0.8,Cooking,P3 Lia O
"Yeah, so I actually first started it when I was making like, like the , like the purees and stuff for my daughter when she was little. So I would incorporate like if we were having chicken or something, like I would incorporate chicken into her puree and stuff like that. So I would do. So I do like, like, like chicken strips, and then I'll do like, a vegetable and fruit and cheese. And then if it's like, more and then someone sometimes I'll do like, Brussels sprouts and then I'll do, like, a roast. And then that'll last a while. Yeah. And like things in the crockpot too.",what we cook,0.9,Cooking,P3 Lia O
"Yeah, so I actually first started it when I was making like, like the , like the purees and stuff for my daughter when she was little.",kids,0.8,Cooking,P3 Lia O
"Or like a rotisserie chicken, but with like a different size and things like that to add to it. So I'll get like a bunch of like Brussels sprouts or a bunch of fruit and stuff to make it a meal.",what we cook,0.9,Cooking,P3 Lia O
"Primary 'cause he works more than I do, So yeah, I'm primary, OK.",what i am responsible for,0.9,Cooking,P3 Lia O
"So usually, so I'm an Instacart plus member. So I do I, I save. What is it that I like the membership because I feel it's affordable and plus I'm saving so, and it saves me time, you know, from going to the grocery store or taking time out of my day to do that. And I feel like it's fast delivery.","how we shop (online, in store)",0.9,Cooking,P3 Lia O
"And so when I order, yeah, or when I order through Instacart, it's, I already know what I want 'cause I already have the recipe down or I already know I have a list. So I already know what I want. And it's not like I'm browsing really. So I search like through, you know, and then I find what I want. And then sometimes the, you know, the driver or whoever shopping for me will be like, oh, if they're out of the store is out of a certain item, we'll have a different item that I can choose from.",how we create list,0.8,Cooking,P3 Lia O
"And, but it's been helpless like groceries, food, diapers, wipes, you know, household goods. So it's it's all that.",grocery,0.9,Cooking,P3 Lia O
Probably like four days a week.,when we cook,0.9,Family makeup,P3 Lia O
"Yeah, usually like as the need comes up or if I forget something on the list or yeah, if I forgot that like I'm running low on diapers or what like like the daycare, I have to provide my daughter diapers and stuff like that. So they'll they'll tell me I'm on the diapers. I'm like, oh, shoot. So I can just go on Instacart and get diapers right away.","How we shop (online, in store)",0.9,No Tag Group,P3 Lia O
"And so if I, and then if I have like a last minute, sometimes I like, I like to host dinners and stuff at my home for some family and friends. And then they'll, I'll do that too, for Instacart, like last minute shopping, OK, even like flowers too. Like if I'm going somewhere and I want to bring flowers to someone for whatever occasion, like I'll be like, oh, I've got Instacare, get some flowers.","How we shop (online, in store)",0.9,No Tag Group,P3 Lia O
